State,Vehicle_Class,Vehicle_Category,Vehicle_Type,Month_Num,Year_Num,Predicted_EV_Sales,Month_Name
Chhattisgarh,Private Service Vehicle,3-Wheelers,3W_Personal,5,2027,54.825,May
Karnataka,Cash Van,2-Wheelers,Others,8,2030,83.03,August
Mizoram,Trailer (Commercial),4-Wheelers,Others,3,2031,0.0,March
Madhya Pradesh,Vehicle Fitted With Generator,Bus,3W_Shared,8,2033,180.415,August
Uttar Pradesh,Construction Equipment Vehicle,Others,3W_Shared,3,2030,833.675,March
Ladakh,Motor Cab,Others,2W_Personal,8,2030,7.68,August
Andhra Pradesh,X-Ray Van,Bus,3W_Shared_Lowspeed,7,2030,86.425,July
Meghalaya,Fire Tenders,Bus,2W_Personal,10,2025,8.655,October
Manipur,Agricultural Tractor,4-Wheelers,4W_Shared,4,2035,31.495,April
Tamil Nadu,Motorised Cycle (Cc > 25Cc),4-Wheelers,3W_Goods_Lowspeed,10,2026,357.295,October
Chandigarh,Cash Van,3-Wheelers,3W_Shared,7,2025,62.695,July
Himachal Pradesh,Tower Wagon,Others,4W_Shared,9,2035,0.72,September
Chandigarh,Recovery Vehicle,4-Wheelers,2W_Personal,6,2033,45.97,June
Assam,Mobile Canteen,Others,2W_Shared,11,2030,12.02,November
Sikkim,Earth Moving Equipment,Bus,Bus,4,2029,0.025,April
Jharkhand,Omni Bus,4-Wheelers,2W_Personal,2,2025,29.384,February
Jharkhand,Tree Trimming Vehicle,4-Wheelers,4W_Shared,12,2028,6.865,December
Haryana,Trailer (Agricultural),Others,4W_Personal,9,2025,129.605,September
Manipur,X-Ray Van,Others,Bus,11,2035,0.0,November
Bihar,Snorked Ladders,Bus,2W_Shared,5,2035,42.06,May
Tamil Nadu,Private Service Vehicle,Bus,3W_Goods_Lowspeed,2,2033,330.99375,February
Gujarat,Motor Cycle/Scooter-Used For Hire,4-Wheelers,Bus,3,2035,6.285,March
Dnh And Dd,Quadricycle (Commercial),Others,3W_Goods,1,2028,1.3170833333333334,January
Gujarat,Trailer For Personal Use,3-Wheelers,Bus,3,2034,24.17,March
Andaman & Nicobar Island,Motor Cycle/Scooter-Sidecar(T),3-Wheelers,Institution Bus,1,2026,1.795,January
Odisha,Trailer (Agricultural),4-Wheelers,3W_Goods,6,2029,71.46666666666665,June
Sikkim,Tractor (Commercial),Others,2W_Shared,4,2033,7.205,April
Ladakh,Library Van,2-Wheelers,2W_Personal,10,2031,0.01,October
Assam,Semi-Trailer (Commercial),3-Wheelers,3W_Shared,12,2029,500.385,December
Maharashtra,Trailer For Personal Use,Bus,3W_Goods_Lowspeed,1,2031,494.1404166666666,January
Madhya Pradesh,X-Ray Van,4-Wheelers,3W_Shared,9,2029,178.085,September
Maharashtra,Excavator (Commercial),Others,3W_Shared,11,2026,755.985,November
Jammu And Kashmir,Semi-Trailer (Commercial),Others,3W_Goods_Lowspeed,8,2035,8.305,August
West Bengal,Educational Institution Bus,4-Wheelers,3W_Personal,11,2034,402.09,November
Assam,Hearses,4-Wheelers,2W_Personal,12,2033,711.485,December
Himachal Pradesh,Trailer For Personal Use,4-Wheelers,2W_Shared,2,2032,9.64,February
Delhi,Ambulance,3-Wheelers,4W_Personal,8,2029,320.53,August
Andaman & Nicobar Island,Private Service Vehicle (Individual Use),3-Wheelers,3W_Shared,1,2026,8.475,January
West Bengal,Harvester,4-Wheelers,3W_Personal,4,2025,480.81166666666667,April
Meghalaya,X-Ray Van,4-Wheelers,4W_Personal,10,2027,4.585,October
Assam,Tower Wagon,4-Wheelers,4W_Personal,12,2034,23.43,December
Sikkim,Mobile Workshop,Bus,3W_Shared_Lowspeed,10,2030,110.47,October
Himachal Pradesh,Semi-Trailer (Commercial),2-Wheelers,4W_Shared,9,2034,8.005,September
Karnataka,Construction Equipment Vehicle (Commercial),3-Wheelers,2W_Shared,2,2034,377.9358333333333,February
Jharkhand,Vehicle Fitted With Rig,Others,4W_Shared,11,2030,0.495,November
Chhattisgarh,Ambulance,3-Wheelers,4W_Personal,11,2034,124.46,November
Assam,Excavator (Nt),2-Wheelers,3W_Shared,6,2035,3008.405,June
Mizoram,E-Rickshaw With Cart (G),Bus,2W_Shared,12,2025,9.85,December
Puducherry,Tractor (Commercial),2-Wheelers,2W_Personal,4,2031,3.225,April
Jharkhand,Tower Wagon,4-Wheelers,Others,1,2025,6.480333333333334,January
Jammu And Kashmir,M-Cycle/Scooter-With Side Car,Others,Bus,4,2026,0.0,April
Himachal Pradesh,Mobile Workshop,2-Wheelers,3W_Goods_Lowspeed,6,2029,2.73,June
Arunachal Pradesh,Mobile Workshop,2-Wheelers,2W_Personal,3,2035,0.695,March
Himachal Pradesh,Excavator (Commercial),2-Wheelers,Institution Bus,6,2031,64.615,June
Maharashtra,Semi-Trailer (Commercial),Bus,4W_Shared,5,2029,68.5,May
Goa,Trailer For Personal Use,2-Wheelers,Institution Bus,11,2028,6.985,November
Andaman & Nicobar Island,Agricultural Tractor,Others,3W_Personal,9,2031,5.195,September
Tripura,Motor Car,3-Wheelers,3W_Goods_Lowspeed,9,2031,6.795,September
Nagaland,Goods Carrier,2-Wheelers,3W_Shared,11,2027,58.755,November
Punjab,Vehicle Fitted With Generator,2-Wheelers,4W_Personal,10,2035,117.185,October
Ladakh,Educational Institution Bus,4-Wheelers,3W_Goods,2,2028,47.522416666666665,February
Mizoram,Camper Van / Trailer,Bus,3W_Shared,7,2028,4.465,July
Mizoram,Hearses,4-Wheelers,2W_Shared,9,2027,8.77,September
Meghalaya,Mobile Canteen,4-Wheelers,Bus,5,2033,0.0,May
Assam,Mobile Workshop,Bus,3W_Shared,3,2028,189.8825,March
Jharkhand,Bulldozer,4-Wheelers,3W_Shared_Lowspeed,10,2034,56.05,October
Punjab,Moped,4-Wheelers,3W_Shared_Lowspeed,8,2033,104.99,August
Sikkim,Construction Equipment Vehicle,4-Wheelers,2W_Shared,6,2030,218.975,June
Ladakh,Armoured/Specialised Vehicle,4-Wheelers,4W_Personal,5,2030,0.0,May
Assam,M-Cycle/Scooter-With Side Car,4-Wheelers,3W_Shared_Lowspeed,4,2027,225.405,April
Goa,Construction Equipment Vehicle,2-Wheelers,2W_Personal,1,2026,36.09125,January
Kerala,Crane Mounted Vehicle,Others,2W_Shared,10,2026,461.105,October
Bihar,Hearses,3-Wheelers,Bus,4,2028,1971.82,April
West Bengal,Omni Bus (Private Use),3-Wheelers,Others,9,2031,94.075,September
Rajasthan,Dumper,Bus,3W_Personal,4,2027,395.935,April
Punjab,Power Tiller (Commercial),Bus,2W_Shared,3,2028,37.01,March
Delhi,Vehicle Fitted With Compressor,2-Wheelers,2W_Personal,7,2034,61.55,July
Rajasthan,Snorked Ladders,Others,Others,1,2035,0.0,January
Tamil Nadu,Power Tiller (Commercial),4-Wheelers,3W_Shared_Lowspeed,11,2028,321.585,November
Nagaland,Motor Cycle/Scooter-With Trailer,Bus,3W_Shared,2,2032,0.32,February
Delhi,Goods Carrier,3-Wheelers,2W_Shared,2,2029,2493.975,February
West Bengal,Maxi Cab,3-Wheelers,3W_Personal,5,2032,0.005,May
Nagaland,Goods Carrier,4-Wheelers,3W_Goods,5,2034,22.665,May
Jammu And Kashmir,Hearses,Bus,3W_Goods,12,2034,99.495,December
Arunachal Pradesh,Crane Mounted Vehicle,Bus,3W_Shared,10,2030,5.33,October
Puducherry,Ambulance,3-Wheelers,2W_Personal,4,2035,16.86,April
Andaman & Nicobar Island,X-Ray Van,Others,4W_Shared,1,2027,0.12,January
Kerala,Fire Fighting Vehicle,3-Wheelers,Institution Bus,11,2033,46.305,November
Maharashtra,Tree Trimming Vehicle,Bus,Bus,5,2032,0.0,May
Gujarat,Mobile Clinic,3-Wheelers,Institution Bus,9,2034,11.91,September
Manipur,Tower Wagon,3-Wheelers,Others,9,2032,7.85,September
Chhattisgarh,Mobile Workshop,4-Wheelers,2W_Shared,10,2025,63.985,October
Goa,Trailer For Personal Use,Others,3W_Shared,4,2032,50.48833333333334,April
West Bengal,Camper Van / Trailer,Bus,3W_Shared,7,2028,87.895,July
Andhra Pradesh,Earth Moving Equipment,Others,2W_Personal,5,2025,762.54,May
Andhra Pradesh,Quadricycle (Commercial),2-Wheelers,2W_Shared,4,2028,217.415,April
Puducherry,Trailer (Agricultural),Others,3W_Goods,9,2029,7.665,September
Tripura,Fork Lift,4-Wheelers,4W_Shared,8,2027,3.49,August
Maharashtra,Motorised Cycle (Cc > 25Cc),4-Wheelers,3W_Shared_Lowspeed,2,2034,583.111,February
Manipur,Private Service Vehicle,3-Wheelers,Others,9,2034,8.365,September
Odisha,X-Ray Van,3-Wheelers,3W_Shared_Lowspeed,11,2034,62.585,November
Bihar,Three Wheeler (Personal),3-Wheelers,2W_Shared,8,2032,26.575,August
Madhya Pradesh,Educational Institution Bus,4-Wheelers,Others,8,2027,0.945,August
Jharkhand,Private Service Vehicle,4-Wheelers,3W_Shared_Lowspeed,5,2033,104.655,May
Dnh And Dd,Three Wheeler (Goods),4-Wheelers,Institution Bus,5,2028,8.645,May
Ladakh,Power Tiller (Commercial),4-Wheelers,3W_Shared,1,2034,188.26166666666663,January
Goa,Ambulance,4-Wheelers,2W_Personal,9,2025,58.275,September
Bihar,Camper Van / Trailer,4-Wheelers,Others,10,2029,0.24,October
Karnataka,Fire Tenders,Bus,3W_Shared_Lowspeed,1,2031,403.7226428571428,January
Mizoram,Auxiliary Trailer,Others,3W_Personal,12,2030,9.31,December
Dnh And Dd,Cash Van,3-Wheelers,Bus,6,2034,112.805,June
Assam,Three Wheeler (Goods),2-Wheelers,3W_Shared_Lowspeed,6,2025,610.8925,June
Manipur,Tree Trimming Vehicle,4-Wheelers,2W_Personal,2,2033,3.815,February
Maharashtra,Earth Moving Equipment,Others,Institution Bus,10,2035,0.04,October
Himachal Pradesh,Tower Wagon,3-Wheelers,2W_Personal,10,2026,19.425,October
Andhra Pradesh,M-Cycle/Scooter,Bus,3W_Goods_Lowspeed,11,2035,715.995,November
Himachal Pradesh,Private Service Vehicle,4-Wheelers,Others,3,2034,0.275,March
Uttarakhand,Camper Van / Trailer (Private Use),3-Wheelers,2W_Shared,3,2031,99.785,March
Punjab,Road Roller,Others,Bus,2,2026,0.0025,February
Manipur,Tractor-Trolley(Commercial),4-Wheelers,4W_Personal,9,2031,5.205,September
Ladakh,Trailer For Personal Use,Bus,3W_Goods_Lowspeed,2,2025,11.735,February
Tripura,Dumper,Bus,3W_Goods,1,2033,81.32666666666667,January
Mizoram,E-Rickshaw With Cart (G),4-Wheelers,3W_Personal,9,2028,10.0,September
Jharkhand,Library Van,Others,3W_Personal,6,2035,425.775,June
Haryana,Omni Bus,3-Wheelers,4W_Personal,11,2027,149.95,November
Bihar,Auxiliary Trailer,2-Wheelers,4W_Shared,1,2027,164.09349999999998,January
Andhra Pradesh,Tower Wagon,4-Wheelers,3W_Goods,1,2027,75.14766666666667,January
Nagaland,Mobile Canteen,Others,4W_Shared,4,2031,0.105,April
Sikkim,E-Rickshaw(P),3-Wheelers,Others,4,2027,612.75125,April
West Bengal,Mobile Canteen,Others,3W_Shared_Lowspeed,8,2031,121.225,August
Chhattisgarh,Motor Caravan,4-Wheelers,2W_Personal,1,2029,67.07816666666666,January
Tamil Nadu,Mobile Workshop,4-Wheelers,3W_Personal,8,2026,310.15,August
Uttar Pradesh,Luxury Cab,Others,Bus,8,2027,2.04,August
Gujarat,Vehicle Fitted With Rig,Bus,3W_Shared,9,2032,321.465,September
Chhattisgarh,Mobile Canteen,2-Wheelers,4W_Personal,8,2033,106.92,August
Gujarat,Auxiliary Trailer,Others,3W_Goods,2,2031,211.545,February
Delhi,Bulldozer,4-Wheelers,Institution Bus,11,2026,186.855,November
Jammu And Kashmir,Motor Cycle/Scooter-Sidecar(T),3-Wheelers,3W_Goods_Lowspeed,5,2035,5.11,May
Madhya Pradesh,Excavator (Commercial),4-Wheelers,3W_Shared,10,2027,1233.62,October
Kerala,Luxury Cab,3-Wheelers,4W_Personal,1,2029,1237.1691666666666,January
Andhra Pradesh,E-Rickshaw With Cart (G),Bus,3W_Goods_Lowspeed,3,2027,103.525,March
Uttarakhand,E-Rickshaw(P),4-Wheelers,3W_Shared,10,2026,350.96,October
Uttarakhand,Vehicle Fitted With Generator,Bus,3W_Goods,5,2028,37.29,May
Nagaland,Trailer (Agricultural),3-Wheelers,3W_Shared_Lowspeed,8,2025,11.61,August
Tripura,Trailer (Agricultural),4-Wheelers,3W_Shared,3,2031,193.115,March
Haryana,Library Van,Bus,Bus,11,2034,0.0,November
Manipur,Vehicle Fitted With Generator,Bus,Others,10,2032,0.0,October
Goa,Mobile Clinic,2-Wheelers,3W_Shared,8,2033,1.42,August
Maharashtra,Fire Tenders,Bus,3W_Goods_Lowspeed,12,2028,3145.02,December
Gujarat,Excavator (Commercial),Others,2W_Shared,5,2032,1837.375,May
Jharkhand,Adapted Vehicle,Bus,2W_Personal,10,2025,40.16,October
Maharashtra,Animal Ambulance,2-Wheelers,2W_Shared,7,2032,608.68,July
Punjab,Three Wheeler (Passenger),4-Wheelers,Institution Bus,2,2035,1.7866666666666668,February
Maharashtra,Tow Truck,2-Wheelers,2W_Personal,2,2026,13.378404761904765,February
Chandigarh,Educational Institution Bus,Others,Institution Bus,12,2034,0.0,December
Andaman & Nicobar Island,Omni Bus (Private Use),2-Wheelers,3W_Personal,9,2030,6.405,September
Manipur,Three Wheeler (Goods),4-Wheelers,Others,5,2031,13.585,May
Jammu And Kashmir,Construction Equipment Vehicle,Bus,Bus,6,2034,1.04,June
Arunachal Pradesh,Excavator (Nt),2-Wheelers,3W_Goods,9,2026,1.565,September
Punjab,E-Rickshaw With Cart (G),4-Wheelers,3W_Goods_Lowspeed,5,2034,89.56,May
Andaman & Nicobar Island,M-Cycle/Scooter-With Side Car,2-Wheelers,3W_Personal,12,2034,0.155,December
Mizoram,Library Van,4-Wheelers,Others,4,2031,0.0,April
Ladakh,E-Rickshaw With Cart (G),4-Wheelers,4W_Shared,1,2029,2.845,January
Kerala,Earth Moving Equipment,3-Wheelers,3W_Goods_Lowspeed,4,2029,2093.365,April
Delhi,Tow Truck,2-Wheelers,3W_Shared,6,2034,41.095,June
Uttar Pradesh,Dumper,Bus,4W_Shared,7,2031,1.93,July
Punjab,Motor Cycle/Scooter-Used For Hire,Bus,3W_Goods_Lowspeed,7,2029,48.495,July
West Bengal,Semi-Trailer (Commercial),4-Wheelers,2W_Personal,1,2035,85.42666666666666,January
Andhra Pradesh,Vehicle Fitted With Rig,3-Wheelers,3W_Goods_Lowspeed,7,2026,21.085,July
Sikkim,Road Roller,3-Wheelers,4W_Shared,6,2025,82.97,June
Andhra Pradesh,M-Cycle/Scooter,4-Wheelers,3W_Goods,12,2026,771.725,December
Kerala,Mobile Clinic,4-Wheelers,3W_Goods,6,2029,433.59,June
Bihar,Tow Truck,Others,4W_Shared,9,2030,1.105,September
Tamil Nadu,Modular Hydraulic Trailer,4-Wheelers,4W_Shared,4,2026,17.125,April
Chandigarh,Dumper,3-Wheelers,3W_Shared_Lowspeed,2,2028,61.0475,February
Assam,Agricultural Tractor,4-Wheelers,Institution Bus,3,2033,0.63,March
West Bengal,Cash Van,Bus,3W_Personal,11,2026,86.36,November
Chhattisgarh,Adapted Vehicle,4-Wheelers,2W_Shared,9,2035,162.175,September
Assam,Tractor (Commercial),2-Wheelers,4W_Shared,7,2028,231.97,July
Tamil Nadu,Trailer (Commercial),2-Wheelers,4W_Personal,9,2035,279.44,September
Karnataka,Quadricycle (Commercial),Bus,Institution Bus,2,2033,0.005,February
Madhya Pradesh,Auxiliary Trailer,Bus,4W_Shared,2,2034,14.095,February
Rajasthan,Excavator (Nt),4-Wheelers,2W_Personal,11,2028,2239.58,November
Kerala,M-Cycle/Scooter-With Side Car,Bus,3W_Shared,5,2028,474.83,May
Odisha,Tree Trimming Vehicle,Bus,3W_Goods,3,2026,65.41708333333332,March
Chandigarh,Recovery Vehicle,Others,Bus,9,2032,0.0,September
Rajasthan,Semi-Trailer (Commercial),Bus,3W_Shared_Lowspeed,12,2035,338.73,December
Goa,Motor Cycle/Scooter-With Trailer,Others,2W_Personal,6,2033,43.83,June
Sikkim,Fork Lift,3-Wheelers,4W_Shared,9,2028,680.555,September
Manipur,E-Rickshaw With Cart (G),Bus,Bus,12,2026,6.35,December
West Bengal,Tractor-Trolley(Commercial),Bus,3W_Personal,8,2028,102.65,August
Jharkhand,Motorised Cycle (Cc > 25Cc),3-Wheelers,4W_Shared,9,2029,84.51,September
Jammu And Kashmir,Moped,4-Wheelers,Others,3,2031,0.035,March
Tamil Nadu,M-Cycle/Scooter,2-Wheelers,3W_Goods_Lowspeed,4,2029,6563.22,April
Chhattisgarh,Bus,Others,Institution Bus,10,2031,0.0,October
Uttar Pradesh,Quadricycle (Private),Bus,3W_Goods_Lowspeed,11,2028,270.935,November
Karnataka,Camper Van / Trailer (Private Use),Others,2W_Personal,6,2026,642.72,June
Punjab,Vehicle Fitted With Generator,2-Wheelers,4W_Shared,12,2034,67.78,December
Arunachal Pradesh,Agricultural Tractor,3-Wheelers,3W_Shared_Lowspeed,4,2032,19.105,April
Chandigarh,Breakdown Van,Others,2W_Personal,3,2027,85.485,March
Sikkim,Motor Cycle/Scooter-With Trailer,Others,4W_Personal,9,2033,1.755,September
Puducherry,Harvester,4-Wheelers,2W_Shared,3,2029,115.515,March
Mizoram,Tree Trimming Vehicle,2-Wheelers,Bus,4,2027,1.6,April
Chhattisgarh,Breakdown Van,3-Wheelers,3W_Personal,6,2029,130.85,June
Goa,Educational Institution Bus,2-Wheelers,3W_Goods,8,2025,481.7,August
Puducherry,Hearses,Others,2W_Personal,7,2027,103.825,July
Gujarat,Fire Tenders,Bus,2W_Shared,9,2031,1712.32,September
Chandigarh,Vehicle Fitted With Rig,2-Wheelers,4W_Personal,3,2027,83.25,March
Tamil Nadu,Earth Moving Equipment,2-Wheelers,3W_Shared_Lowspeed,7,2025,2069.03,July
Meghalaya,Crane Mounted Vehicle,3-Wheelers,Institution Bus,9,2028,11.255,September
Andhra Pradesh,Animal Ambulance,2-Wheelers,3W_Shared_Lowspeed,3,2032,62.765,March
Dnh And Dd,Fire Fighting Vehicle,4-Wheelers,3W_Shared,2,2035,743.85375,February
Goa,Cash Van,Bus,3W_Personal,12,2029,42.685,December
Mizoram,Motor Cycle/Scooter-Sidecar(T),Others,3W_Goods,3,2028,0.465,March
Sikkim,Mobile Workshop,Others,Others,10,2034,0.0,October
Arunachal Pradesh,Fire Fighting Vehicle,Others,Institution Bus,4,2027,0.0,April
Uttar Pradesh,Auxiliary Trailer,Bus,Bus,3,2029,7.55,March
Uttarakhand,Quadricycle (Private),4-Wheelers,4W_Shared,6,2032,1.595,June
Kerala,M-Cycle/Scooter-With Side Car,3-Wheelers,4W_Shared,1,2030,69.9,January
Chhattisgarh,Trailer (Commercial),Bus,2W_Personal,4,2025,60.455,April
Delhi,Tree Trimming Vehicle,4-Wheelers,Institution Bus,7,2034,302.195,July
Puducherry,Motor Cycle/Scooter-With Trailer,Others,2W_Shared,1,2029,6.874333333333334,January
Punjab,Omni Bus,2-Wheelers,3W_Goods_Lowspeed,11,2030,22.27,November
Jharkhand,Recovery Vehicle,Others,Institution Bus,2,2026,0.015,February
Rajasthan,Cash Van,3-Wheelers,Bus,12,2025,271.39,December
Odisha,Luxury Cab,Bus,3W_Shared_Lowspeed,6,2035,529.2266666666667,June
Himachal Pradesh,Fork Lift,2-Wheelers,3W_Personal,1,2033,90.719,January
Chhattisgarh,Camper Van / Trailer (Private Use),2-Wheelers,3W_Shared_Lowspeed,4,2026,139.515,April
Rajasthan,Excavator (Nt),2-Wheelers,3W_Shared,9,2027,2955.685,September
Haryana,Tractor (Commercial),Others,3W_Shared_Lowspeed,1,2030,172.60791666666665,January
Mizoram,Crane Mounted Vehicle,2-Wheelers,4W_Personal,3,2034,8.145,March
Arunachal Pradesh,Private Service Vehicle (Individual Use),Others,3W_Shared_Lowspeed,11,2026,9.945,November
Goa,Private Service Vehicle,Bus,2W_Personal,1,2034,37.524833333333326,January
Mizoram,Motor Cycle/Scooter-With Trailer,3-Wheelers,3W_Shared,2,2029,0.4,February
Gujarat,Trailer (Agricultural),4-Wheelers,3W_Personal,10,2031,311.915,October
Andaman & Nicobar Island,Bus,Others,3W_Goods,7,2027,5.115,July
Nagaland,Vehicle Fitted With Compressor,4-Wheelers,2W_Shared,3,2029,0.935,March
Manipur,Motor Cab,2-Wheelers,3W_Goods,10,2035,1.94,October
Kerala,Motor Car,3-Wheelers,4W_Personal,5,2032,591.945,May
Gujarat,Three Wheeler (Goods),Bus,3W_Goods_Lowspeed,2,2035,254.17433333333332,February
Jharkhand,Vehicle Fitted With Generator,Bus,2W_Shared,2,2033,24.19958333333333,February
Chhattisgarh,Snorked Ladders,Bus,4W_Shared,11,2031,16.545,November
Uttarakhand,Adapted Vehicle,Bus,3W_Shared,3,2025,45.553666666666665,March
Ladakh,X-Ray Van,4-Wheelers,Institution Bus,12,2029,0.61,December
Tamil Nadu,Articulated Vehicle,4-Wheelers,2W_Personal,6,2028,546.965,June
Jammu And Kashmir,Tow Truck,Bus,Others,8,2025,0.0,August
Manipur,Vehicle Fitted With Rig,2-Wheelers,4W_Personal,12,2029,6.035,December
Chhattisgarh,Vehicle Fitted With Rig,4-Wheelers,Institution Bus,12,2032,5.46,December
Uttarakhand,Camper Van / Trailer (Private Use),Others,Others,5,2029,0.0,May
Manipur,Omni Bus (Private Use),2-Wheelers,3W_Shared_Lowspeed,1,2025,4.218500000000001,January
Manipur,Mobile Clinic,Others,2W_Shared,1,2032,2.623333333333333,January
Goa,Three Wheeler (Passenger),4-Wheelers,2W_Shared,3,2026,49.08333333333333,March
Karnataka,Excavator (Nt),Others,4W_Personal,10,2028,691.94,October
Bihar,Quadricycle (Commercial),4-Wheelers,2W_Personal,3,2031,38.625,March
Madhya Pradesh,Moped,3-Wheelers,2W_Personal,10,2035,26.285,October
Uttarakhand,Three Wheeler (Passenger),3-Wheelers,Others,11,2030,142.795,November
Gujarat,Modular Hydraulic Trailer,4-Wheelers,2W_Personal,12,2026,448.75,December
Assam,Crane Mounted Vehicle,Bus,3W_Shared,9,2034,103.74,September
Mizoram,Agricultural Tractor,Others,3W_Shared_Lowspeed,6,2035,4.835,June
Dnh And Dd,Motor Caravan,Others,Institution Bus,7,2030,0.09,July
Sikkim,Tow Truck,Others,3W_Goods,5,2028,11.96,May
Sikkim,Harvester,4-Wheelers,3W_Shared_Lowspeed,5,2029,539.81,May
Gujarat,Construction Equipment Vehicle (Commercial),4-Wheelers,4W_Shared,4,2032,4.155,April
Tamil Nadu,Tractor (Commercial),3-Wheelers,Others,9,2028,45.4,September
Odisha,Snorked Ladders,3-Wheelers,Bus,2,2032,32.45,February
Delhi,Tower Wagon,3-Wheelers,3W_Goods,11,2029,228.285,November
Odisha,Mobile Canteen,Others,2W_Shared,9,2030,60.255,September
Tripura,Mobile Clinic,Others,4W_Personal,9,2034,13.855,September
Jammu And Kashmir,Luxury Cab,4-Wheelers,4W_Personal,8,2025,13.645,August
Punjab,Motor Cycle/Scooter-Used For Hire,2-Wheelers,Others,3,2030,44.24333333333334,March
Tripura,Armoured/Specialised Vehicle,3-Wheelers,2W_Personal,8,2026,197.205,August
Dnh And Dd,Motor Cycle/Scooter-With Trailer,4-Wheelers,2W_Personal,8,2026,2.625,August
Goa,Trailer (Agricultural),2-Wheelers,Others,8,2033,7.615,August
Uttarakhand,Mobile Clinic,Bus,Others,10,2031,0.0,October
Karnataka,Excavator (Nt),4-Wheelers,2W_Personal,1,2029,2373.120142857143,January
Goa,Three Wheeler (Passenger),2-Wheelers,3W_Shared_Lowspeed,4,2029,6.07,April
Bihar,Adapted Vehicle,Bus,3W_Goods_Lowspeed,7,2034,80.385,July
Gujarat,Semi-Trailer (Commercial),4-Wheelers,Others,2,2035,1.295,February
Tripura,Moped,2-Wheelers,3W_Goods,2,2029,16.51,February
Haryana,Trailer (Agricultural),Bus,2W_Shared,8,2033,100.72,August
West Bengal,Motor Cab,3-Wheelers,Bus,2,2030,86.385,February
Rajasthan,Luxury Cab,3-Wheelers,3W_Goods_Lowspeed,11,2031,4931.545,November
West Bengal,Luxury Cab,Bus,4W_Personal,4,2035,161.0,April
Mizoram,Vehicle Fitted With Rig,Others,3W_Goods,11,2025,0.545,November
Madhya Pradesh,Fire Tenders,4-Wheelers,Bus,11,2032,6.22,November
Puducherry,Maxi Cab,Others,3W_Personal,7,2033,5.425,July
Odisha,Omni Bus (Private Use),2-Wheelers,3W_Shared,7,2035,55.51,July
Chhattisgarh,Harvester,3-Wheelers,3W_Shared_Lowspeed,9,2029,1116.795,September
Nagaland,Ambulance,3-Wheelers,3W_Goods,5,2035,43.825,May
Punjab,Vehicle Fitted With Generator,2-Wheelers,Institution Bus,7,2031,53.88,July
Odisha,Trailer For Personal Use,3-Wheelers,3W_Shared_Lowspeed,10,2033,60.55,October
Manipur,E-Rickshaw(P),Others,Institution Bus,1,2032,0.0,January
Jharkhand,Vehicle Fitted With Rig,Bus,3W_Goods,1,2025,23.859861111111112,January
Haryana,Quadricycle (Commercial),3-Wheelers,Others,2,2031,100.6175,February
Himachal Pradesh,Dumper,4-Wheelers,3W_Goods,6,2030,11.185,June
Tripura,Goods Carrier,Bus,Bus,7,2026,0.355,July
Manipur,Fire Tenders,Bus,3W_Shared,5,2032,10.57875,May
Bihar,Tree Trimming Vehicle,Bus,2W_Personal,5,2035,34.275,May
Jammu And Kashmir,Three Wheeler (Personal),2-Wheelers,4W_Shared,1,2031,123.0975,January
Rajasthan,Snorked Ladders,Bus,4W_Personal,7,2026,429.99,July
Arunachal Pradesh,Articulated Vehicle,4-Wheelers,Others,11,2035,0.02,November
Maharashtra,Library Van,Bus,3W_Shared_Lowspeed,6,2027,2119.155,June
Karnataka,Fire Tenders,Bus,2W_Shared,8,2027,2316.235,August
Kerala,Excavator (Commercial),Others,2W_Personal,12,2032,1485.715,December
Chandigarh,Maxi Cab,Others,3W_Goods,1,2028,43.47369047619048,January
Goa,Dumper,2-Wheelers,3W_Goods_Lowspeed,1,2025,13.475,January
Punjab,Breakdown Van,4-Wheelers,3W_Goods,10,2032,122.995,October
Kerala,Construction Equipment Vehicle (Commercial),3-Wheelers,Institution Bus,12,2035,8.68,December
Andhra Pradesh,Vehicle Fitted With Compressor,Others,3W_Personal,6,2025,78.74,June
Puducherry,Hearses,3-Wheelers,2W_Shared,7,2029,183.08,July
Chandigarh,Modular Hydraulic Trailer,4-Wheelers,3W_Shared,7,2029,61.555,July
Nagaland,Motor Cycle/Scooter-Sidecar(T),4-Wheelers,Institution Bus,12,2033,0.0,December
Himachal Pradesh,Fire Fighting Vehicle,Others,3W_Goods,9,2034,45.845,September
Arunachal Pradesh,Tractor-Trolley(Commercial),2-Wheelers,4W_Personal,12,2030,8.61,December
Odisha,Agricultural Tractor,2-Wheelers,3W_Personal,7,2027,72.13,July
Chhattisgarh,Quadricycle (Commercial),Others,3W_Shared_Lowspeed,4,2028,168.76,April
Rajasthan,Adapted Vehicle,Bus,2W_Shared,10,2027,556.955,October
Jharkhand,Fire Fighting Vehicle,4-Wheelers,3W_Goods_Lowspeed,5,2035,409.555,May
West Bengal,Camper Van / Trailer,4-Wheelers,3W_Goods_Lowspeed,11,2030,86.36,November
Bihar,Bus,4-Wheelers,2W_Shared,4,2034,110.615,April
Rajasthan,X-Ray Van,2-Wheelers,3W_Goods,1,2031,36.09625,January
Andaman & Nicobar Island,Quadricycle (Commercial),4-Wheelers,Institution Bus,12,2027,0.52,December
Himachal Pradesh,E-Rickshaw(P),Others,3W_Personal,4,2034,46.245,April
Goa,E-Rickshaw With Cart (G),Bus,3W_Goods,6,2028,44.965,June
